1.000000000000000000e+00,4.434208938537424594e+00,5.181510120373295614e+00,5.451395971512238425e+00,5.588404351091161182e+00,5.670975007549048819e+00,5.726101293477748655e+00,5.765492220566232007e+00,5.795034358756182336e+00,5.818006837616673366e+00,5.836379820021072362e+00,5.851407888412123448e+00,5.863927673732018064e+00,5.874518423703014136e+00,5.883593863905513643e+00,5.891457353873067682e+00,5.898336374161984530e+00,5.904404846576840171e+00,5.909798015763024104e+00,5.914622631439596212e+00,5.918964075598449170e+00
2.000000000000000000e+00,8.761723772715670933e+00,7.995817639710080194e+00,7.834148053625995978e+00,7.825281154124443361e+00,7.865633242846834072e+00,7.880855256953675614e+00,7.837555212621370337e+00,7.736787653867112091e+00,7.596102454414968896e+00,7.435405061292065909e+00,7.270366670351519289e+00,7.111091586538162090e+00,6.963075092750203865e+00,6.828662030442607112e+00,6.708287545996895140e+00,6.601343815216140776e+00,6.506724738215961423e+00,6.423144014955769698e+00,6.349308768445005136e+00,6.284006527648376306e+00
3.000000000000000000e+00,4.434208938537424594e+00,5.181510120373296502e+00,3.950550520215303951e+00,3.410957372527686715e+00,3.019147485665373498e+00,2.749299429830522445e+00,2.564129492790653941e+00,2.434919603217575723e+00,2.342638565528025296e+00,2.275136981596000307e+00,2.224643127099029893e+00,2.186101478048337210e+00,2.156150771419588885e+00,2.132504605119836860e+00,2.113573009537131675e+00,2.098227271358358514e+00,2.085650775726823891e+00,2.075242387491850415e+00,2.066552561007375388e+00,2.059240255366455052e+00
4.000000000000000000e+00,7.795792769355134766e+00,7.861415696261558672e+00,5.770858637263680535e+00,4.394447478777000704e+00,3.629299223049003320e+00,3.195463993322315233e+00,2.932314707146066457e+00,2.762541632423489268e+00,2.647392231768679327e+00,2.566097091848545286e+00,2.506809481531757200e+00,2.462402979926446189e+00,2.428394530140929319e+00,2.401855443349807384e+00,2.380810003215731996e+00,2.363888078754349031e+00,2.350116491172903999e+00,2.338789389503655336e+00,2.329385283522414252e+00,2.321512527780121182e+00
5.000000000000000000e+00,3.943222838135246100e+00,3.083535038991287891e+00,1.695463124513406195e+00,1.324168136054814315e+00,1.153850336551944578e+00,1.064780705356975554e+00,1.013282904394620765e+00,9.812087605898188736e-01,9.600841690285116803e-01,9.455607633480100915e-01,9.352331584586895952e-01,9.276880719156812560e-01,9.220533575587573916e-01,9.177685293746560280e-01,9.144609334029766279e-01,9.118755442856987248e-01,9.098334550868766302e-01,9.082064298280448922e-01,9.069008061422806355e-01,9.058470290944319325e-01
6.000000000000000000e+00,7.792930076347459156e+00,4.892698125609086013e+00,1.620183605936145410e+00,1.103200532441557025e+00,8.929851161810152815e-01,7.898484030259964594e-01,7.324029354064550690e-01,6.974737552253964523e-01,6.748518501471012510e-01,6.594938598771831195e-01,6.486822511033624172e-01,6.408504528981678883e-01,6.350455144956193010e-01,6.306618510688803969e-01,6.273004377307842550e-01,6.246902263091709262e-01,6.226422604992883914e-01,6.210218332970728339e-01,6.197310237636964869e-01,6.186974240068419117e-01
7.000000000000000000e+00,3.113883542655806469e+00,1.558062643577683870e+00,6.554618501036860723e-01,4.798113335520367562e-01,4.141820910614161799e-01,3.829694557123391463e-01,3.658560594364000385e-01,3.555688331106271471e-01,3.489776511874861376e-01,3.445537826074919763e-01,3.414788119919260900e-01,3.392830196894084938e-01,3.376817028691034284e-01,3.364945549793122992e-01,3.356031886602326431e-01,3.349274886370569027e-01,3.344118321989910658e-01,3.340167420296462075e-01,3.337136600316100155e-01,3.334815792467714091e-01
8.000000000000000000e+00,6.334625956844857519e+00,1.656537473863471721e+00,3.124870826632576981e-01,1.481194410940080697e-01,1.433262831951381266e-01,1.423073204371337330e-01,1.421061972662240325e-01,1.421035835057722629e-01,1.421442326472371065e-01,1.421866382791559247e-01,1.422207113352037533e-01,1.422453992447345328e-01,1.422620554902619405e-01,1.422724201541414601e-01,1.422780422476893070e-01,1.422801585658317602e-01,1.422797167537254714e-01,1.422774277348236027e-01,1.422738228057627563e-01,1.422692943139502730e-01
9.000000000000000000e+00,2.108048793211834138e+00,7.152623613467271602e-01,4.533798636916969715e-01,1.504018960460121179e-01,1.464745841086891875e-01,1.453960707954171649e-01,1.450488826969293099e-01,1.449289119764849698e-01,1.448886735277786775e-01,1.448785190346245366e-01,1.448800297564314388e-01,1.448859123632580403e-01,1.448931698283555669e-01,1.449005615329894137e-01,1.449075959457956086e-01,1.449141084925990031e-01,1.449200655971158436e-01,1.449255027256566297e-01,1.449304584581335431e-01,1.449349984400197799e-01
1.000000000000000000e+01,3.268669630041877827e+00,2.046959632635241000e-01,1.472502620351057445e-01,1.788052834596034757e-01,1.814360329709834019e-01,1.825946150823520853e-01,1.831938739861593834e-01,1.835391324050222039e-01,1.837533549859365622e-01,1.838934403422113617e-01,1.839886126100502839e-01,1.840550595378398213e-01,1.841024633628696450e-01,1.841366149091099025e-01,1.841615237949606187e-01,1.841801026791732854e-01,1.841936260660824998e-01,1.842040854789618043e-01,1.842079578830040643e-01,1.842149910297014859e-01
1.100000000000000000e+01,1.621169404600389941e+00,1.918122185472350694e-01,1.499627581165891010e-01,1.844298596483446573e-01,1.654668050225704401e-01,1.646401387319137988e-01,1.641775115333717894e-01,1.639083284727616552e-01,1.637475079532268729e-01,1.636504117533646441e-01,1.635924826956980660e-01,1.635591236559506834e-01,1.635399436086947544e-01,1.635326833559005155e-01,1.635354606825671075e-01,1.635230205115614510e-01,1.635354999228006423e-01,1.635548695232421357e-01,1.635977810220119733e-01,1.636862140330095916e-01
1.200000000000000000e+01,2.062711824329575450e+00,1.555857194523038722e-01,1.782973761102206178e-01,1.818288422066488830e-01,1.972086961477625133e-01,1.907840514448544689e-01,1.875709538300670276e-01,1.858389399532281439e-01,1.848680627765957873e-01,1.843307339939469769e-01,1.840330226192271046e-01,1.838282257469675551e-01,1.837641114906665984e-01,1.838589654552039987e-01,1.836805397505817117e-01,1.633834869435748516e-01,1.634214692967851934e-01,1.634940267552210114e-01,1.635111201156235761e-01,1.635840042540722128e-01
