1.000000000000000000e+00,5.510463202607842170e+00,5.940523029532160493e+00,6.071850825249295980e+00,6.134427445050912198e+00,6.170888481963281436e+00,6.194722870241347046e+00,6.211509514974707713e+00,6.223967079193991836e+00,6.233576841118363632e+00,6.241214126927479455e+00,6.247429170038897084e+00,6.252585108510446688e+00,6.256931229355581436e+00,6.260644320107056515e+00,6.263853226021926623e+00,6.266654062942267345e+00,6.269119985221125901e+00,6.271307653630569412e+00,6.273261634236837914e+00,6.275017461129126062e+00
2.000000000000000000e+00,6.204424010690381408e+00,5.987184571410129053e+00,5.923127623734398384e+00,5.936777838115967931e+00,5.984570310843555951e+00,6.034446930676324428e+00,6.068109763096030562e+00,6.080175396237221364e+00,6.073062438190905077e+00,6.052111523275349292e+00,6.022697646435943852e+00,5.989076672279528779e+00,5.954205106175335160e+00,5.919951360251796579e+00,5.887392569690059752e+00,5.857075664534701964e+00,5.829212421234934993e+00,5.803813552673668497e+00,5.780776319976051347e+00,5.759939724239465875e+00
3.000000000000000000e+00,5.510463202607842170e+00,5.940523029532161381e+00,4.066449464436013628e+00,3.755390780447075194e+00,3.510046684101342240e+00,3.330239162604381242e+00,3.201209625045572604e+00,3.108266360876225765e+00,3.040376577387293278e+00,2.989924778822679485e+00,2.951769433358470085e+00,2.922431803140686846e+00,2.899529429168643535e+00,2.881404329067448700e+00,2.866882820407973043e+00,2.855119929551906299e+00,2.845497481485507851e+00,2.837556375353520011e+00,2.830950863703750819e+00,2.825417192216243656e+00
4.000000000000000000e+00,5.917780238597357467e+00,6.058038804116852027e+00,5.186866985507732508e+00,4.416089475998818514e+00,3.886341239148420446e+00,3.546688652103687112e+00,3.325074031629399407e+00,3.175367917825980602e+00,3.070642318862380815e+00,2.995061600148330339e+00,2.939025219703432779e+00,2.896508104541395401e+00,2.863601772558184599e+00,2.837693236626175342e+00,2.816987941567187459e+00,2.800223576545465498e+00,2.786493133407600187e+00,2.775132430752845103e+00,2.765646788101313369e+00,2.757662115330082653e+00
5.000000000000000000e+00,3.946584845335963543e+00,3.500605088721806535e+00,1.140662202217359589e+00,9.349662035013686090e-01,8.447215316188364520e-01,7.988723486536716267e-01,7.728888085430187793e-01,7.569293317221473805e-01,7.465182421906323418e-01,7.394062838807639038e-01,7.343696687855546523e-01,7.306987365470757334e-01,7.279600697624198924e-01,7.258773998991001619e-01,7.242682189530056380e-01,7.230082543448000942e-01,7.220106659352841794e-01,7.212133959760631541e-01,7.205712211995096705e-01,7.200506145189877749e-01
6.000000000000000000e+00,5.943837090615882168e+00,4.735724891981435647e+00,1.129640238527467977e+00,7.869712199263215746e-01,6.533704579550593250e-01,5.888786785044883842e-01,5.532322833886533786e-01,5.316561411621698596e-01,5.177288064889926655e-01,5.083006720627634145e-01,5.016817661549707319e-01,4.969005454357094398e-01,4.933671809268307951e-01,4.907074270069212707e-01,4.886750154669243784e-01,4.871028619024969086e-01,4.858746182218804388e-01,4.849074316059100442e-01,4.841411414689154036e-01,4.835313118362436491e-01
7.000000000000000000e+00,3.430068325753381941e+00,1.065177439068487386e+00,3.287553097597116225e-01,2.914618063054200681e-01,2.754607805389945319e-01,2.671656585921186045e-01,2.623538121517465238e-01,2.593421680465902712e-01,2.573502951934910632e-01,2.559764791677887064e-01,2.549972794137550514e-01,2.542806998409875563e-01,2.537449056564233252e-01,2.533371077388414938e-01,2.530221040722613335e-01,2.527757491916925447e-01,2.525810749079259176e-01,2.524259029149111266e-01,2.523013295361808406e-01,2.522007382082714355e-01
8.000000000000000000e+00,5.462565763018576881e+00,1.151087000201413968e+00,2.216165661388639074e-01,1.808517770355623777e-01,1.745959075515644277e-01,1.720750779079429083e-01,1.708438184641545288e-01,1.701652475061685710e-01,1.697602969169036413e-01,1.695052004195940210e-01,1.693384311931097341e-01,1.692266744607938966e-01,1.691506641211894535e-01,1.690986649236362882e-01,1.690632242299615895e-01,1.690394442754259430e-01,1.690240146056976589e-01,1.690146433527590086e-01,1.690097118148231881e-01,1.690080577227053293e-01
9.000000000000000000e+00,1.389096776739756400e+00,3.439475688430558842e-01,2.871036930410774124e-01,1.731427140823926236e-01,1.707738714553344583e-01,1.696536781869794064e-01,1.690472039416380245e-01,1.686889206792323848e-01,1.684642031129713335e-01,1.683171157354823588e-01,1.682178177649243933e-01,1.681492752835366811e-01,1.681012344668475489e-01,1.680672539337644822e-01,1.680431424146498487e-01,1.680260909610823972e-01,1.680141705703608879e-01,1.680060281675391232e-01,1.680006984307181317e-01,1.679974765421709260e-01
1.000000000000000000e+01,2.345773981726743340e+00,2.180283869567716803e-01,1.791718341273964010e-01,1.602399090856714559e-01,1.605104661613350747e-01,1.606054585257995215e-01,1.606438376771280319e-01,1.606605587287215642e-01,1.606678883416569614e-01,1.606707628726752324e-01,1.606713896040237732e-01,1.606708407267819216e-01,1.606696682284722844e-01,1.606681720338082597e-01,1.606665395641229122e-01,1.606648147443860419e-01,1.606630937715120555e-01,1.606614800741840154e-01,1.606598388175864423e-01,1.606583478182812275e-01
