sep=,
 04/29/35   05:56:13,A:\TRACE020.CSV
Title:                   ,
Model:                   ,E4440A
Serial Number:           ,MY46186680
Center Frequency:        ,7550000000,Hz
Span:                    ,14900000000,Hz
Resolution Bandwidth:    ,3000000,Hz
Video Bandwidth:         ,50000000,Hz
Reference Level:         ,0.00000e+00,dBm
Sweep Time:              ,2.98000e-02,Sec
Num Points:              ,0101


,Trace 1
Hz,dBm
100000000.000, -1.14740e+01
249000000.000, -5.54600e+00
398000000.000, -4.36200e+00
547000000.000, -4.75700e+00
696000000.000, -5.88800e+00
845000000.000, -7.44500e+00
994000000.000, -9.09700e+00
1143000000.000, -1.08130e+01
1292000000.000, -1.20750e+01
1441000000.000, -1.34710e+01
1590000000.000, -1.58810e+01
1739000000.000, -1.80880e+01
1888000000.000, -2.07880e+01
2037000000.000, -2.36870e+01
2186000000.000, -2.30050e+01
2335000000.000, -3.04400e+01
2484000000.000, -2.94290e+01
2633000000.000, -2.46290e+01
2782000000.000, -2.32440e+01
2931000000.000, -2.16570e+01
3080000000.000, -2.08190e+01
3229000000.000, -2.15460e+01
3378000000.000, -2.18090e+01
3527000000.000, -2.39820e+01
3676000000.000, -2.60200e+01
3825000000.000, -2.90790e+01
3974000000.000, -3.17410e+01
4123000000.000, -3.33570e+01
4272000000.000, -3.46890e+01
4421000000.000, -3.68380e+01
4570000000.000, -3.93550e+01
4719000000.000, -4.16750e+01
4868000000.000, -4.53630e+01
5017000000.000, -4.79130e+01
5166000000.000, -4.88870e+01
5315000000.000, -4.60310e+01
5464000000.000, -4.54350e+01
5613000000.000, -3.79460e+01
5762000000.000, -3.35270e+01
5911000000.000, -3.10520e+01
6060000000.000, -3.18150e+01
6209000000.000, -3.29970e+01
6358000000.000, -3.51900e+01
6507000000.000, -3.66810e+01
6656000000.000, -3.61440e+01
6805000000.000, -3.81810e+01
6954000000.000, -3.81050e+01
7103000000.000, -4.06540e+01
7252000000.000, -4.07600e+01
7401000000.000, -3.84240e+01
7550000000.000, -3.62480e+01
7699000000.000, -3.61230e+01
7848000000.000, -3.36090e+01
7997000000.000, -3.36860e+01
8146000000.000, -3.21540e+01
8295000000.000, -3.26620e+01
8444000000.000, -3.26300e+01
8593000000.000, -3.30700e+01
8742000000.000, -3.28680e+01
8891000000.000, -3.36480e+01
9040000000.000, -3.47490e+01
9189000000.000, -3.47810e+01
9338000000.000, -3.60910e+01
9487000000.000, -3.78660e+01
9636000000.000, -3.92430e+01
9785000000.000, -3.93780e+01
9934000000.000, -3.88280e+01
10083000000.000, -3.92130e+01
10232000000.000, -3.84530e+01
10381000000.000, -3.88900e+01
10530000000.000, -3.92690e+01
10679000000.000, -3.89680e+01
10828000000.000, -3.76810e+01
10977000000.000, -3.74810e+01
11126000000.000, -3.75960e+01
11275000000.000, -3.76660e+01
11424000000.000, -3.81480e+01
11573000000.000, -3.96820e+01
11722000000.000, -4.17780e+01
11871000000.000, -4.12450e+01
12020000000.000, -3.92310e+01
12169000000.000, -3.93200e+01
12318000000.000, -4.00410e+01
12467000000.000, -4.16090e+01
12616000000.000, -4.15340e+01
12765000000.000, -3.94280e+01
12914000000.000, -3.92670e+01
13063000000.000, -4.02720e+01
13212000000.000, -4.04740e+01
13361000000.000, -4.17100e+01
13510000000.000, -4.38800e+01
13659000000.000, -4.47380e+01
13808000000.000, -4.65500e+01
13957000000.000, -4.67370e+01
14106000000.000, -4.88960e+01
14255000000.000, -5.01290e+01
14404000000.000, -4.87020e+01
14553000000.000, -4.63140e+01
14702000000.000, -4.61360e+01
14851000000.000, -4.59200e+01
15000000000.000, -4.64370e+01
